QKP_40_100_25_3 & 40 & 25 & 952.64 & 94089 & 47045 & 67 & 405 & 809.77 & 94303 & 47152 & 7 & 405 & 1.33 & 781.78 & 94303 & 47152 & 7 & 405 & 0.0 & 801.21 & 94303 & 47152 & 7 & 405 & 809.44 & 94205 & 47103 & 56 & 405 & 1.16 & 783.05 & 94205 & 47103 & 56 & 405 & 0.0 & 833.29 & 94205 & 47103 & 56 & 405 & \\
QKP_40_100_50_1 & 40 & 50 & 61.41 & 11451 & 5726 & 1 & 223 & 46.4 & 11451 & 5726 & 1 & 223 & 1.12 & 45.92 & 11451 & 5726 & 1 & 223 & 0.0 & 56.31 & 11451 & 5726 & 1 & 223 & 51.15 & 11451 & 5726 & 1 & 223 & 1.13 & 51.86 & 11451 & 5726 & 1 & 223 & 0.0 & 65.98 & 11451 & 5726 & 1 & 223 & \\
QKP_40_100_50_2 & 40 & 50 & 1405.51 & 107825 & 53913 & 38 & 526 & 1201.62 & 107909 & 53955 & 26 & 526 & 1.13 & 1232.95 & 107909 & 53955 & 26 & 526 & 0.0 & 1206.71 & 107909 & 53955 & 26 & 526 & 1214.62 & 107909 & 53955 & 26 & 526 & 1.06 & 1241.91 & 107909 & 53955 & 26 & 526 & 0.0 & 1331.87 & 107909 & 53955 & 26 & 526 & \\
QKP_40_100_50_3 & 40 & 50 & TO & 112643 & 56292 & 305 & 608 & TO & 125571 & 62756 & 62 & 630 & 1.3 & TO & 125493 & 62721 & 63 & 628 & 0.0 & TO & 116819 & 58387 & 23 & 612 & TO & 123393 & 61670 & 97 & 622 & 1.14 & TO & 123727 & 61836 & 100 & 614 & 0.0 & TO & 117575 & 58763 & 44 & 617 & \\
QKP_40_100_75_1 & 40 & 75 & TO & 92735 & 46339 & 92 & 669 & TO & 100217 & 50084 & 58 & 672 & 1.47 & TO & 101687 & 50812 & 59 & 673 & 0.0 & TO & 109333 & 54661 & 70 & 644 & TO & 100961 & 50465 & 58 & 677 & 1.18 & TO & 100883 & 50424 & 56 & 677 & 0.0 & TO & 100579 & 50261 & 58 & 677 & \\
QKP_40_100_75_2 & 40 & 75 & TO & 77747 & 38844 & 163 & 694 & TO & 83407 & 41672 & 103 & 723 & 0.93 & TO & 85723 & 42827 & 103 & 721 & 0.0 & TO & 84203 & 42073 & 103 & 724 & TO & 84489 & 42210 & 104 & 724 & 1.07 & TO & 87357 & 43655 & 106 & 708 & 0.0 & TO & 67621 & 33782 & 92 & 658 & \\
QKP_40_100_75_3 & 40 & 75 & 23.67 & 3767 & 1884 & 0 & 125 & 17.18 & 3767 & 1884 & 0 & 125 & 1.22 & 18.23 & 3767 & 1884 & 0 & 125 & 0.0 & 31.13 & 3767 & 1884 & 0 & 125 & 27.77 & 3767 & 1884 & 0 & 125 & 1.27 & 27.45 & 3767 & 1884 & 0 & 125 & 0.0 & 58.31 & 3767 & 1884 & 0 & 125 & \\
QKP_45_100_100_1 & 45 & 100 & 18.78 & 1759 & 880 & 0 & 103 & 21.74 & 1759 & 880 & 0 & 103 & 1.74 & 22.93 & 1759 & 880 & 0 & 103 & 0.0 & 36.56 & 1759 & 880 & 0 & 103 & 32.75 & 1759 & 880 & 0 & 103 & 1.73 & 32.69 & 1759 & 880 & 0 & 103 & 0.0 & 70.21 & 1759 & 880 & 0 & 103 & \\
QKP_45_100_100_2 & 45 & 100 & 140.27 & 22711 & 11356 & 5 & 264 & 117.98 & 22715 & 11358 & 4 & 264 & 1.49 & 118.43 & 22715 & 11358 & 4 & 264 & 0.0 & 124.85 & 22715 & 11358 & 4 & 264 & 135.6 & 22713 & 11357 & 4 & 264 & 1.46 & 137.62 & 22713 & 11357 & 4 & 264 & 0.0 & 177.05 & 22713 & 11357 & 4 & 264 & \\
QKP_45_100_100_3 & 45 & 100 & TO & 99623 & 49782 & 142 & 644 & TO & 108621 & 54270 & 62 & 673 & 1.56 & TO & 110723 & 55326 & 65 & 677 & 0.0 & TO & 113985 & 56960 & 67 & 682 & TO & 108557 & 54238 & 63 & 676 & 1.32 & TO & 108415 & 54169 & 62 & 673 & 0.0 & TO & 102729 & 51325 & 62 & 647 & \\
