QKP_30_100_75_3 & 30 & 75 & 42.52 & 53 & 60.47 & 41601 & 20801 & 710 & 53 & 49.0 & 44031 & 22016 & 1016 & 53 & 0.35 & 51.31 & 44029 & 22015 & 1019 & 53 & 0.0 & 66.54 & 45229 & 22615 & 711 & 53 & 52.34 & 42939 & 21470 & 1026 & 53 & 0.52 & 53.5 & 42929 & 21465 & 1028 & 53 & 0.0 & 53.71 & 44511 & 22256 & 719 & 53 & \\
QKP_35_100_100_1 & 35 & 100 & 2.77 & 23 & 4.01 & 991 & 496 & 0 & 23 & 4.1 & 991 & 496 & 0 & 23 & 0.73 & 5.76 & 991 & 496 & 0 & 23 & 0.0 & 9.7 & 991 & 496 & 0 & 23 & 6.37 & 991 & 496 & 0 & 23 & 0.68 & 7.49 & 991 & 496 & 0 & 23 & 0.0 & 6.97 & 991 & 496 & 0 & 23 & \\
QKP_35_100_100_2 & 35 & 100 & 32.34 & 40 & 18.77 & 9545 & 4773 & 29 & 40 & 15.1 & 9643 & 4822 & 18 & 40 & 0.62 & 17.19 & 9639 & 4820 & 18 & 40 & 0.0 & 22.57 & 9643 & 4822 & 18 & 40 & 18.08 & 9627 & 4814 & 18 & 40 & 0.64 & 19.67 & 9631 & 4816 & 17 & 40 & 0.0 & 20.11 & 9627 & 4814 & 18 & 40 & \\
QKP_35_100_100_3 & 35 & 100 & 3.71 & 31 & 3.94 & 1009 & 505 & 0 & 31 & 4.46 & 1009 & 505 & 0 & 31 & 0.63 & 11.75 & 1009 & 505 & 0 & 31 & 0.0 & 9.08 & 1009 & 505 & 0 & 31 & 6.19 & 1009 & 505 & 0 & 31 & 0.57 & 7.41 & 1009 & 505 & 0 & 31 & 0.0 & 7.38 & 1009 & 505 & 0 & 31 & \\
QKP_35_100_25_1 & 35 & 25 & 53.97 & 51 & 135.38 & 80417 & 40209 & 248 & 51 & 102.58 & 81027 & 40514 & 128 & 51 & 0.62 & 110.29 & 81025 & 40513 & 129 & 51 & 0.0 & 115.8 & 81027 & 40514 & 128 & 51 & 108.85 & 80829 & 40415 & 154 & 51 & 0.71 & 111.75 & 80819 & 40410 & 156 & 51 & 0.0 & 110.56 & 80829 & 40415 & 154 & 51 & \\
QKP_35_100_25_2 & 35 & 25 & 1.17 & 18 & 4.61 & 1107 & 554 & 0 & 18 & 4.28 & 1107 & 554 & 0 & 18 & 0.51 & 5.1 & 1107 & 554 & 0 & 18 & 0.0 & 8.98 & 1107 & 554 & 0 & 18 & 5.45 & 1107 & 554 & 0 & 18 & 0.58 & 7.1 & 1107 & 554 & 0 & 18 & 0.0 & 7.31 & 1107 & 554 & 0 & 18 & \\
QKP_35_100_25_3 & 35 & 25 & 3.24 & 25 & 4.02 & 1175 & 588 & 0 & 25 & 4.36 & 1175 & 588 & 0 & 25 & 0.47 & 5.02 & 1175 & 588 & 0 & 25 & 0.0 & 7.42 & 1175 & 588 & 0 & 25 & 5.45 & 1175 & 588 & 0 & 25 & 0.63 & 6.74 & 1175 & 588 & 0 & 25 & 0.0 & 7.58 & 1175 & 588 & 0 & 25 & \\
QKP_35_100_50_1 & 35 & 50 & 55.45 & 59 & 156.35 & 94503 & 47252 & 1346 & 59 & 130.27 & 97189 & 48595 & 1034 & 59 & 0.48 & 124.84 & 97187 & 48594 & 1034 & 59 & 0.0 & 155.57 & 97189 & 48595 & 1034 & 59 & 135.65 & 96905 & 48453 & 1034 & 59 & 0.72 & 136.13 & 96903 & 48452 & 1034 & 59 & 0.0 & 135.42 & 96905 & 48453 & 1034 & 59 & \\
QKP_35_100_50_2 & 35 & 50 & 37.93 & 42 & 20.06 & 10691 & 5346 & 1 & 42 & 16.74 & 10697 & 5349 & 0 & 42 & 0.45 & 16.32 & 10697 & 5349 & 0 & 42 & 0.0 & 20.7 & 10697 & 5349 & 0 & 42 & 16.86 & 10695 & 5348 & 1 & 42 & 0.64 & 22.21 & 10695 & 5348 & 1 & 42 & 0.0 & 18.91 & 10695 & 5348 & 1 & 42 & \\
QKP_35_100_50_3 & 35 & 50 & 136.45 & 114 & TO & 1025983 & 512968 & 73458 & 107 & TO & 1358273 & 679115 & 77343 & 109 & 0.37 & TO & 1359495 & 679724 & 77700 & 110 & 0.0 & TO & 1165209 & 582579 & 67317 & 107 & TO & 1303573 & 651764 & 74728 & 109 & 0.69 & TO & 1317445 & 658702 & 76879 & 111 & 0.0 & TO & 1290739 & 645361 & 73819 & 109 & \\
